col,row,layer,cell_key,terrain,vegetation,fuel_moisture,slope,cell_size_ft,time_step_min,burn_duration_ticks,lat,lon
37,10,0,"10,37,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.966327,-118.817347
38,10,0,"10,38,0",GRASSLAND,0.35,0.08,0.0,6336,5.0,10,34.966327,-118.786735
39,10,0,"10,39,0",GRASSLAND,0.4,0.08,0.0,6336,5.0,10,34.966327,-118.756122
40,10,0,"10,40,0",GRASSLAND,0.48,0.08,0.0,6336,5.0,10,34.966327,-118.72551
41,10,0,"10,41,0",SCRUB,0.6,0.12,0.0,6336,5.0,10,34.966327,-118.694898
42,10,0,"10,42,0",SCRUB,0.7,0.12,0.0,6336,5.0,10,34.966327,-118.664286
43,10,0,"10,43,0",SCRUB,0.72,0.12,0.0,6336,5.0,10,34.966327,-118.633673
44,10,0,"10,44,0",SCRUB,0.63,0.12,0.0,6336,5.0,10,34.966327,-118.603061
45,10,0,"10,45,0",SCRUB,0.54,0.12,0.0,6336,5.0,10,34.966327,-118.572449
46,10,0,"10,46,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.966327,-118.541837
47,10,0,"10,47,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.966327,-118.511224
48,10,0,"10,48,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.966327,-118.480612
49,10,0,"10,49,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.966327,-118.45
0,11,0,"11,0,0",SCRUB,0.49,0.12,0.0,6336,5.0,10,34.947959,-119.95
1,11,0,"11,1,0",SCRUB,0.51,0.12,0.0,6336,5.0,10,34.947959,-119.919388
2,11,0,"11,2,0",SCRUB,0.38,0.12,0.0,6336,5.0,10,34.947959,-119.888776
3,11,0,"11,3,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.947959,-119.858163
4,11,0,"11,4,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.947959,-119.827551
5,11,0,"11,5,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.947959,-119.796939
6,11,0,"11,6,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.766327
7,11,0,"11,7,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.947959,-119.735714
8,11,0,"11,8,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.947959,-119.705102
9,11,0,"11,9,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.67449
10,11,0,"11,10,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.643878
11,11,0,"11,11,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.613265
12,11,0,"11,12,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.582653
13,11,0,"11,13,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.552041
14,11,0,"11,14,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.521429
15,11,0,"11,15,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.490816
16,11,0,"11,16,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.460204
17,11,0,"11,17,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.429592
18,11,0,"11,18,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.39898
19,11,0,"11,19,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.368367
20,11,0,"11,20,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.337755
21,11,0,"11,21,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.307143
22,11,0,"11,22,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.947959,-119.276531
23,11,0,"11,23,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.947959,-119.245918
24,11,0,"11,24,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.947959,-119.215306
25,11,0,"11,25,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.184694
26,11,0,"11,26,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-119.154082
27,11,0,"11,27,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.947959,-119.123469
28,11,0,"11,28,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.947959,-119.092857
29,11,0,"11,29,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.947959,-119.062245
30,11,0,"11,30,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.947959,-119.031633
31,11,0,"11,31,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.947959,-119.00102
32,11,0,"11,32,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-118.970408
33,11,0,"11,33,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-118.939796
34,11,0,"11,34,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-118.909184
35,11,0,"11,35,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.947959,-118.878571
36,11,0,"11,36,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.947959,-118.847959
37,11,0,"11,37,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.947959,-118.817347
38,11,0,"11,38,0",GRASSLAND,0.45,0.08,0.0,6336,5.0,10,34.947959,-118.786735
39,11,0,"11,39,0",GRASSLAND,0.6,0.08,0.0,6336,5.0,10,34.947959,-118.756122
40,11,0,"11,40,0",SCRUB,0.56,0.12,0.0,6336,5.0,10,34.947959,-118.72551
41,11,0,"11,41,0",GRASSLAND,0.53,0.08,0.0,6336,5.0,10,34.947959,-118.694898
42,11,0,"11,42,0",GRASSLAND,0.5,0.08,0.0,6336,5.0,10,34.947959,-118.664286
43,11,0,"11,43,0",SCRUB,0.63,0.12,0.0,6336,5.0,10,34.947959,-118.633673
44,11,0,"11,44,0",FOREST,0.73,0.18,0.0,6336,5.0,10,34.947959,-118.603061
45,11,0,"11,45,0",GRASSLAND,0.56,0.08,0.0,6336,5.0,10,34.947959,-118.572449
46,11,0,"11,46,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.947959,-118.541837
47,11,0,"11,47,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.947959,-118.511224
48,11,0,"11,48,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.947959,-118.480612
49,11,0,"11,49,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.947959,-118.45
0,12,0,"12,0,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.929592,-119.95
1,12,0,"12,1,0",FOREST,0.59,0.18,0.0,6336,5.0,10,34.929592,-119.919388
2,12,0,"12,2,0",FOREST,0.58,0.18,0.0,6336,5.0,10,34.929592,-119.888776
3,12,0,"12,3,0",SCRUB,0.48,0.12,0.0,6336,5.0,10,34.929592,-119.858163
4,12,0,"12,4,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.929592,-119.827551
5,12,0,"12,5,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.796939
6,12,0,"12,6,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.766327
7,12,0,"12,7,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-119.735714
8,12,0,"12,8,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-119.705102
9,12,0,"12,9,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.67449
10,12,0,"12,10,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.643878
11,12,0,"12,11,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.613265
12,12,0,"12,12,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.929592,-119.582653
13,12,0,"12,13,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.552041
14,12,0,"12,14,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-119.521429
15,12,0,"12,15,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-119.490816
16,12,0,"12,16,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-119.460204
17,12,0,"12,17,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-119.429592
18,12,0,"12,18,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.929592,-119.39898
19,12,0,"12,19,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.929592,-119.368367
20,12,0,"12,20,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.929592,-119.337755
21,12,0,"12,21,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.929592,-119.307143
22,12,0,"12,22,0",GRASSLAND,0.37,0.08,0.0,6336,5.0,10,34.929592,-119.276531
23,12,0,"12,23,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.929592,-119.245918
24,12,0,"12,24,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.929592,-119.215306
25,12,0,"12,25,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.929592,-119.184694
26,12,0,"12,26,0",GRASSLAND,0.4,0.08,0.0,6336,5.0,10,34.929592,-119.154082
27,12,0,"12,27,0",ROCK,0.43,0.0,0.0,6336,5.0,10,34.929592,-119.123469
28,12,0,"12,28,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.929592,-119.092857
29,12,0,"12,29,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.929592,-119.062245
30,12,0,"12,30,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.929592,-119.031633
31,12,0,"12,31,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-119.00102
32,12,0,"12,32,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-118.970408
33,12,0,"12,33,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-118.939796
34,12,0,"12,34,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.929592,-118.909184
35,12,0,"12,35,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.929592,-118.878571
36,12,0,"12,36,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.929592,-118.847959
37,12,0,"12,37,0",GRASSLAND,0.35,0.08,0.0,6336,5.0,10,34.929592,-118.817347
38,12,0,"12,38,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,34.929592,-118.786735
39,12,0,"12,39,0",GRASSLAND,0.41,0.08,0.0,6336,5.0,10,34.929592,-118.756122
40,12,0,"12,40,0",GRASSLAND,0.5,0.08,0.0,6336,5.0,10,34.929592,-118.72551
41,12,0,"12,41,0",GRASSLAND,0.39,0.08,0.0,6336,5.0,10,34.929592,-118.694898
42,12,0,"12,42,0",GRASSLAND,0.52,0.08,0.0,6336,5.0,10,34.929592,-118.664286
43,12,0,"12,43,0",SCRUB,0.56,0.12,0.0,6336,5.0,10,34.929592,-118.633673
44,12,0,"12,44,0",SCRUB,0.59,0.12,0.0,6336,5.0,10,34.929592,-118.603061
45,12,0,"12,45,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.929592,-118.572449
46,12,0,"12,46,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.929592,-118.541837
47,12,0,"12,47,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.929592,-118.511224
48,12,0,"12,48,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-118.480612
49,12,0,"12,49,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.929592,-118.45
0,13,0,"13,0,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.911224,-119.95
1,13,0,"13,1,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.911224,-119.919388
2,13,0,"13,2,0",SCRUB,0.54,0.12,0.0,6336,5.0,10,34.911224,-119.888776
3,13,0,"13,3,0",FOREST,0.56,0.18,0.0,6336,5.0,10,34.911224,-119.858163
4,13,0,"13,4,0",SCRUB,0.49,0.12,0.0,6336,5.0,10,34.911224,-119.827551
5,13,0,"13,5,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.911224,-119.796939
6,13,0,"13,6,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.911224,-119.766327
7,13,0,"13,7,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.911224,-119.735714
8,13,0,"13,8,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-119.705102
9,13,0,"13,9,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-119.67449
10,13,0,"13,10,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.911224,-119.643878
11,13,0,"13,11,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.911224,-119.613265
12,13,0,"13,12,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.911224,-119.582653
13,13,0,"13,13,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.911224,-119.552041
14,13,0,"13,14,0",GRASSLAND,0.43,0.08,0.0,6336,5.0,10,34.911224,-119.521429
15,13,0,"13,15,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-119.490816
16,13,0,"13,16,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-119.460204
17,13,0,"13,17,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.911224,-119.429592
18,13,0,"13,18,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.911224,-119.39898
19,13,0,"13,19,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.911224,-119.368367
20,13,0,"13,20,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.911224,-119.337755
21,13,0,"13,21,0",GRASSLAND,0.32,0.08,0.0,6336,5.0,10,34.911224,-119.307143
22,13,0,"13,22,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.911224,-119.276531
23,13,0,"13,23,0",GRASSLAND,0.48,0.08,0.0,6336,5.0,10,34.911224,-119.245918
24,13,0,"13,24,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,34.911224,-119.215306
25,13,0,"13,25,0",SCRUB,0.46,0.12,0.0,6336,5.0,10,34.911224,-119.184694
26,13,0,"13,26,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.911224,-119.154082
27,13,0,"13,27,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.911224,-119.123469
28,13,0,"13,28,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.911224,-119.092857
29,13,0,"13,29,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.911224,-119.062245
30,13,0,"13,30,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.911224,-119.031633
31,13,0,"13,31,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.911224,-119.00102
32,13,0,"13,32,0",GRASSLAND,0.38,0.08,0.0,6336,5.0,10,34.911224,-118.970408
33,13,0,"13,33,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.911224,-118.939796
34,13,0,"13,34,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.911224,-118.909184
35,13,0,"13,35,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,34.911224,-118.878571
36,13,0,"13,36,0",GRASSLAND,0.45,0.08,0.0,6336,5.0,10,34.911224,-118.847959
37,13,0,"13,37,0",GRASSLAND,0.48,0.08,0.0,6336,5.0,10,34.911224,-118.817347
38,13,0,"13,38,0",GRASSLAND,0.45,0.08,0.0,6336,5.0,10,34.911224,-118.786735
39,13,0,"13,39,0",GRASSLAND,0.47,0.08,0.0,6336,5.0,10,34.911224,-118.756122
40,13,0,"13,40,0",GRASSLAND,0.45,0.08,0.0,6336,5.0,10,34.911224,-118.72551
41,13,0,"13,41,0",SCRUB,0.59,0.12,0.0,6336,5.0,10,34.911224,-118.694898
42,13,0,"13,42,0",GRASSLAND,0.51,0.08,0.0,6336,5.0,10,34.911224,-118.664286
43,13,0,"13,43,0",FOREST,0.38,0.18,0.0,6336,5.0,10,34.911224,-118.633673
44,13,0,"13,44,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.911224,-118.603061
45,13,0,"13,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-118.572449
46,13,0,"13,46,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-118.541837
47,13,0,"13,47,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-118.511224
48,13,0,"13,48,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.911224,-118.480612
49,13,0,"13,49,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.911224,-118.45
0,14,0,"14,0,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.892857,-119.95
1,14,0,"14,1,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.892857,-119.919388
2,14,0,"14,2,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.892857,-119.888776
3,14,0,"14,3,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.892857,-119.858163
4,14,0,"14,4,0",SCRUB,0.48,0.12,0.0,6336,5.0,10,34.892857,-119.827551
5,14,0,"14,5,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.892857,-119.796939
6,14,0,"14,6,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.892857,-119.766327
7,14,0,"14,7,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-119.735714
8,14,0,"14,8,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-119.705102
9,14,0,"14,9,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-119.67449
10,14,0,"14,10,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-119.643878
11,14,0,"14,11,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-119.613265
12,14,0,"14,12,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-119.582653
13,14,0,"14,13,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.892857,-119.552041
14,14,0,"14,14,0",ROCK,0.34,0.0,0.0,6336,5.0,10,34.892857,-119.521429
15,14,0,"14,15,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-119.490816
16,14,0,"14,16,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-119.460204
17,14,0,"14,17,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.892857,-119.429592
18,14,0,"14,18,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.892857,-119.39898
19,14,0,"14,19,0",GRASSLAND,0.35,0.08,0.0,6336,5.0,10,34.892857,-119.368367
20,14,0,"14,20,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.892857,-119.337755
21,14,0,"14,21,0",SCRUB,0.41,0.12,0.0,6336,5.0,10,34.892857,-119.307143
22,14,0,"14,22,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.892857,-119.276531
23,14,0,"14,23,0",FOREST,0.5,0.18,0.0,6336,5.0,10,34.892857,-119.245918
24,14,0,"14,24,0",FOREST,0.58,0.18,0.0,6336,5.0,10,34.892857,-119.215306
25,14,0,"14,25,0",FOREST,0.59,0.18,0.0,6336,5.0,10,34.892857,-119.184694
26,14,0,"14,26,0",FOREST,0.53,0.18,0.0,6336,5.0,10,34.892857,-119.154082
27,14,0,"14,27,0",FOREST,0.54,0.18,0.0,6336,5.0,10,34.892857,-119.123469
28,14,0,"14,28,0",FOREST,0.54,0.18,0.0,6336,5.0,10,34.892857,-119.092857
29,14,0,"14,29,0",FOREST,0.57,0.18,0.0,6336,5.0,10,34.892857,-119.062245
30,14,0,"14,30,0",SCRUB,0.47,0.12,0.0,6336,5.0,10,34.892857,-119.031633
31,14,0,"14,31,0",SCRUB,0.47,0.12,0.0,6336,5.0,10,34.892857,-119.00102
32,14,0,"14,32,0",SCRUB,0.44,0.12,0.0,6336,5.0,10,34.892857,-118.970408
33,14,0,"14,33,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.892857,-118.939796
34,14,0,"14,34,0",GRASSLAND,0.36,0.08,0.0,6336,5.0,10,34.892857,-118.909184
35,14,0,"14,35,0",GRASSLAND,0.35,0.08,0.0,6336,5.0,10,34.892857,-118.878571
36,14,0,"14,36,0",GRASSLAND,0.43,0.08,0.0,6336,5.0,10,34.892857,-118.847959
37,14,0,"14,37,0",GRASSLAND,0.42,0.08,0.0,6336,5.0,10,34.892857,-118.817347
38,14,0,"14,38,0",GRASSLAND,0.48,0.08,0.0,6336,5.0,10,34.892857,-118.786735
39,14,0,"14,39,0",GRASSLAND,0.6,0.08,0.0,6336,5.0,10,34.892857,-118.756122
40,14,0,"14,40,0",SCRUB,0.56,0.12,0.0,6336,5.0,10,34.892857,-118.72551
41,14,0,"14,41,0",GRASSLAND,0.46,0.08,0.0,6336,5.0,10,34.892857,-118.694898
42,14,0,"14,42,0",SCRUB,0.33,0.12,0.0,6336,5.0,10,34.892857,-118.664286
43,14,0,"14,43,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-118.633673
44,14,0,"14,44,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-118.603061
45,14,0,"14,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-118.572449
46,14,0,"14,46,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-118.541837
47,14,0,"14,47,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.892857,-118.511224
48,14,0,"14,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-118.480612
49,14,0,"14,49,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.892857,-118.45
0,15,0,"15,0,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.87449,-119.95
1,15,0,"15,1,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.87449,-119.919388
2,15,0,"15,2,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.87449,-119.888776
3,15,0,"15,3,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.87449,-119.858163
4,15,0,"15,4,0",SCRUB,0.42,0.12,0.0,6336,5.0,10,34.87449,-119.827551
5,15,0,"15,5,0",SCRUB,0.44,0.12,0.0,6336,5.0,10,34.87449,-119.796939
6,15,0,"15,6,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.87449,-119.766327
7,15,0,"15,7,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.87449,-119.735714
8,15,0,"15,8,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.87449,-119.705102
9,15,0,"15,9,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-119.67449
10,15,0,"15,10,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-119.643878
11,15,0,"15,11,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-119.613265
12,15,0,"15,12,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-119.582653
13,15,0,"15,13,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-119.552041
14,15,0,"15,14,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.87449,-119.521429
15,15,0,"15,15,0",GRASSLAND,0.34,0.08,0.0,6336,5.0,10,34.87449,-119.490816
16,15,0,"15,16,0",GRASSLAND,0.31,0.08,0.0,6336,5.0,10,34.87449,-119.460204
17,15,0,"15,17,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.87449,-119.429592
18,15,0,"15,18,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.87449,-119.39898
19,15,0,"15,19,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.87449,-119.368367
20,15,0,"15,20,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.87449,-119.337755
21,15,0,"15,21,0",SCRUB,0.36,0.12,0.0,6336,5.0,10,34.87449,-119.307143
22,15,0,"15,22,0",SCRUB,0.39,0.12,0.0,6336,5.0,10,34.87449,-119.276531
23,15,0,"15,23,0",SCRUB,0.47,0.12,0.0,6336,5.0,10,34.87449,-119.245918
24,15,0,"15,24,0",FOREST,0.56,0.18,0.0,6336,5.0,10,34.87449,-119.215306
25,15,0,"15,25,0",FOREST,0.48,0.18,0.0,6336,5.0,10,34.87449,-119.184694
26,15,0,"15,26,0",FOREST,0.52,0.18,0.0,6336,5.0,10,34.87449,-119.154082
27,15,0,"15,27,0",FOREST,0.53,0.18,0.0,6336,5.0,10,34.87449,-119.123469
28,15,0,"15,28,0",FOREST,0.6,0.18,0.0,6336,5.0,10,34.87449,-119.092857
29,15,0,"15,29,0",FOREST,0.53,0.18,0.0,6336,5.0,10,34.87449,-119.062245
30,15,0,"15,30,0",SCRUB,0.51,0.12,0.0,6336,5.0,10,34.87449,-119.031633
31,15,0,"15,31,0",FOREST,0.56,0.18,0.0,6336,5.0,10,34.87449,-119.00102
32,15,0,"15,32,0",FOREST,0.59,0.18,0.0,6336,5.0,10,34.87449,-118.970408
33,15,0,"15,33,0",SCRUB,0.44,0.12,0.0,6336,5.0,10,34.87449,-118.939796
34,15,0,"15,34,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.87449,-118.909184
35,15,0,"15,35,0",GRASSLAND,0.33,0.08,0.0,6336,5.0,10,34.87449,-118.878571
36,15,0,"15,36,0",SCRUB,0.37,0.12,0.0,6336,5.0,10,34.87449,-118.847959
37,15,0,"15,37,0",GRASSLAND,0.39,0.08,0.0,6336,5.0,10,34.87449,-118.817347
38,15,0,"15,38,0",GRASSLAND,0.52,0.08,0.0,6336,5.0,10,34.87449,-118.786735
39,15,0,"15,39,0",SCRUB,0.66,0.12,0.0,6336,5.0,10,34.87449,-118.756122
40,15,0,"15,40,0",SCRUB,0.47,0.12,0.0,6336,5.0,10,34.87449,-118.72551
41,15,0,"15,41,0",SCRUB,0.34,0.12,0.0,6336,5.0,10,34.87449,-118.694898
42,15,0,"15,42,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.87449,-118.664286
43,15,0,"15,43,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-118.633673
44,15,0,"15,44,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-118.603061
45,15,0,"15,45,0",SCRUB,0.3,0.12,0.0,6336,5.0,10,34.87449,-118.572449
46,15,0,"15,46,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.87449,-118.541837
47,15,0,"15,47,0",ROCK,0.3,0.0,0.0,6336,5.0,10,34.87449,-118.511224
48,15,0,"15,48,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.87449,-118.480612
49,15,0,"15,49,0",GRASSLAND,0.3,0.08,0.0,6336,5.0,10,34.87449,-118.45
0,16,0,"16,0,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.95
1,16,0,"16,1,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.919388
2,16,0,"16,2,0",SCRUB,0.31,0.12,0.0,6336,5.0,10,34.856122,-119.888776
3,16,0,"16,3,0",SCRUB,0.32,0.12,0.0,6336,5.0,10,34.856122,-119.858163
4,16,0,"16,4,0",SCRUB,0.35,0.12,0.0,6336,5.0,10,34.856122,-119.827551
5,16,0,"16,5,0",SCRUB,0.4,0.12,0.0,6336,5.0,10,34.856122,-119.796939
